TA_site	BHI	Serum	HSerum
tig00000001:1015060-1015062	0	0	0
tig00000001:1015118-1015120	0	0	0
tig00000001:1015127-1015129	0	0	0
tig00000001:1015142-1015144	0	0	0
tig00000001:1015166-1015168	0	0	0
tig00000001:1015217-1015219	0	0	0
tig00000001:1015229-1015231	0	0	0
tig00000001:1015261-1015263	0	0	0
tig00000001:1015264-1015266	0	0	0
tig00000001:1015324-1015326	0	0	0
tig00000001:1015339-1015341	0	0	0
tig00000001:1015341-1015343	0	0	0
tig00000001:1015343-1015345	0	0	0
tig00000001:1015349-1015351	0	0	0
tig00000001:1015377-1015379	0	0	0
tig00000001:1015394-1015396	0	0	0
tig00000001:1015407-1015409	0	0	0
tig00000001:1015410-1015412	0	0	0
tig00000001:1015428-1015430	0	0	0
tig00000001:1015431-1015433	0	0	0
tig00000001:1015433-1015435	0	0	0
tig00000001:1015437-1015439	0	0	0
tig00000001:1015448-1015450	0	0	0
tig00000001:1015452-1015454	0	0	0
tig00000001:1015456-1015458	0	0	0
tig00000001:1015469-1015471	0	0	0
tig00000001:1015478-1015480	0	0	0
tig00000001:1015492-1015494	0	0	0
tig00000001:1015496-1015498	0	0	0
tig00000001:1015502-1015504	0	0	0
tig00000001:1015505-1015507	0	0	0
tig00000001:1015507-1015509	0	0	0
tig00000001:1015512-1015514	0	0	0
tig00000001:1015536-1015538	0	0	0
tig00000001:1015543-1015545	0	0	0
tig00000001:1015550-1015552	0	0	0
tig00000001:1015565-1015567	0	0	0
tig00000001:1015579-1015581	0	0	0
tig00000001:1015585-1015587	0	0	0
tig00000001:1015597-1015599	0	0	0
tig00000001:1015599-1015601	0	0	0
tig00000001:1015607-1015609	0	0	0
tig00000001:1015610-1015612	0	0	0
tig00000001:1015613-1015615	0	0	0
tig00000001:1015618-1015620	0	0	0
tig00000001:1015630-1015632	0	0	0
tig00000001:1015648-1015650	0	0	0
tig00000001:1015658-1015660	0	0	0
tig00000001:1015667-1015669	0	0	0
tig00000001:1015675-1015677	0	0	0
tig00000001:1015678-1015680	0	0	0
tig00000001:1015681-1015683	0	0	0
tig00000001:1015699-1015701	0	0	0
tig00000001:1015703-1015705	0	0	0
tig00000001:1015706-1015708	0	0	0
tig00000001:1015716-1015718	0	0	0
tig00000001:1015719-1015721	0	0	0
tig00000001:1015721-1015723	0	0	0
tig00000001:1015728-1015730	0	0	0
tig00000001:1015740-1015742	0	0	0
tig00000001:1015742-1015744	0	0	0
tig00000001:1015744-1015746	0	0	0
tig00000001:1015750-1015752	0	0	0
tig00000001:1015753-1015755	0	0	0
tig00000001:1015758-1015760	0	0	0
tig00000001:1015770-1015772	0	0	0
tig00000001:1015773-1015775	0	0	0
tig00000001:1015777-1015779	0	0	0
tig00000001:1015783-1015785	0	0	0
tig00000001:1015786-1015788	0	0	0
tig00000001:1015788-1015790	0	0	0
tig00000001:1015796-1015798	0	0	0
tig00000001:1015805-1015807	0	0	0
tig00000001:1015811-1015813	0	0	0
tig00000001:1015816-1015818	0	0	0
tig00000001:1015826-1015828	0	0	0
tig00000001:1015830-1015832	0	0	0
tig00000001:1015832-1015834	0	0	0
tig00000001:1015843-1015845	0	0	0
tig00000001:1015846-1015848	0	0	0
tig00000001:1015854-1015856	0	0	0
tig00000001:1015886-1015888	0	0	0
tig00000001:1015891-1015893	0	0	0
tig00000001:1015907-1015909	0	0	0
tig00000001:1015912-1015914	0	0	0
tig00000001:1015919-1015921	0	0	0
tig00000001:1015937-1015939	0	0	0
tig00000001:1015959-1015961	0	0	0
tig00000001:1015977-1015979	0	0	0
tig00000001:1015979-1015981	0	0	0
tig00000001:1015988-1015990	0	0	0
tig00000001:1016004-1016006	0	0	0
tig00000001:1016010-1016012	0	0	0
tig00000001:1016012-1016014	0	0	0
tig00000001:1016015-1016017	0	0	0
tig00000001:1016028-1016030	0	0	0
tig00000001:1016032-1016034	0	0	0
tig00000001:1016044-1016046	0	0	0
tig00000001:1016061-1016063	0	0	0
tig00000001:1016066-1016068	0	0	0
tig00000001:1016109-1016111	0	0	0
tig00000001:1016121-1016123	0	0	0
tig00000001:1016148-1016150	0	0	0
tig00000001:1016155-1016157	0	0	0
tig00000001:1016220-1016222	0	0	0
tig00000001:1016231-1016233	0	0	0
tig00000001:1016233-1016235	0	0	0
tig00000001:1016235-1016237	0	0	0
tig00000001:1016253-1016255	0	0	0
tig00000001:1016276-1016278	0	0	0
tig00000001:1016297-1016299	0	0	0
tig00000001:1016302-1016304	0	0	0
tig00000001:1016304-1016306	0	0	0
tig00000001:1016333-1016335	0	0	0
tig00000001:1016342-1016344	0	0	0
tig00000001:1016347-1016349	0	0	0
tig00000001:1016355-1016357	0	0	0
tig00000001:1016358-1016360	0	0	0
tig00000001:1016378-1016380	0	0	0
tig00000001:1016392-1016394	0	0	0
tig00000001:1016409-1016411	0	0	0
tig00000001:1016412-1016414	0	0	0
tig00000001:1016474-1016476	0	0	0
tig00000001:1016481-1016483	0	0	0
tig00000001:1016559-1016561	0	0	0
tig00000001:1016615-1016617	0	0	0
tig00000001:1016634-1016636	0	0	0
tig00000001:1016654-1016656	0	0	0
tig00000001:1016656-1016658	0	0	0
tig00000001:1016667-1016669	0	0	0
tig00000001:1016671-1016673	0	0	0
tig00000001:1016687-1016689	0	0	0
tig00000001:1016703-1016705	0	0	0
tig00000001:1016766-1016768	0	0	0
tig00000001:1016795-1016797	0	0	0
tig00000001:1016819-1016821	0	0	0
tig00000001:1016821-1016823	0	0	0
tig00000001:1016828-1016830	0	0	0
tig00000001:1016834-1016836	0	0	0
tig00000001:1016840-1016842	0	0	0
tig00000001:1016851-1016853	0	0	0
tig00000001:1016868-1016870	0	0	0
tig00000001:1016893-1016895	0	0	0
tig00000001:1016900-1016902	0	0	0
tig00000001:1016909-1016911	0	0	0
tig00000001:1016925-1016927	0	0	0
tig00000001:1016939-1016941	0	0	0
tig00000001:1016946-1016948	0	0	0
tig00000001:1016970-1016972	0	0	0
tig00000001:1016987-1016989	0	0	0
tig00000001:1016993-1016995	0	0	0
tig00000001:1017043-1017045	0	0	0
tig00000001:1017127-1017129	0	0	0
tig00000001:1017140-1017142	0	0	0
tig00000001:1017216-1017218	0	0	0
tig00000001:1017229-1017231	0	0	0
tig00000001:1017269-1017271	0	0	0
tig00000001:1017304-1017306	0	0	0
tig00000001:1017314-1017316	0	0	0
tig00000001:1017319-1017321	0	0	0
tig00000001:1017323-1017325	0	0	0
tig00000001:1017343-1017345	0	0	0
tig00000001:1017353-1017355	0	0	0
tig00000001:1017357-1017359	0	0	0
tig00000001:1017374-1017376	0	0	0
tig00000001:1017383-1017385	0	0	0
tig00000001:1017400-1017402	0	0	0
tig00000001:1017415-1017417	0	0	0
tig00000001:1017461-1017463	0	0	0
tig00000001:1017467-1017469	0	0	0
tig00000001:1017476-1017478	0	0	0
tig00000001:1017507-1017509	0	0	0
tig00000001:1017517-1017519	0	0	0
tig00000001:1017569-1017571	0	0	0
tig00000001:1017639-1017641	0	0	0
tig00000001:1017644-1017646	0	0	0
tig00000001:1017648-1017650	0	0	0
tig00000001:1017670-1017672	0	0	0
tig00000001:1017681-1017683	0	0	0
tig00000001:1017683-1017685	0	0	0
tig00000001:1017730-1017732	0	0	0
tig00000001:1017740-1017742	0	0	0
tig00000001:1017745-1017747	0	0	0
tig00000001:1017802-1017804	0	0	0
tig00000001:1017823-1017825	0	0	0
tig00000001:1017854-1017856	0	0	0
tig00000001:1017859-1017861	0	0	0
tig00000001:1017899-1017901	0	0	0
tig00000001:1017905-1017907	0	0	0
tig00000001:1017934-1017936	0	0	0
tig00000001:1017940-1017942	0	0	0
tig00000001:1017975-1017977	0	0	0
tig00000001:1017996-1017998	0	0	0
tig00000001:1018000-1018002	0	0	0
tig00000001:1018004-1018006	0	0	0
tig00000001:1018016-1018018	0	0	0
tig00000001:1018026-1018028	0	0	0
tig00000001:1018042-1018044	0	0	0
tig00000001:1018054-1018056	0	0	0
tig00000001:1018061-1018063	0	0	0
tig00000001:1018081-1018083	0	0	0
tig00000001:1018094-1018096	0	0	0
tig00000001:1018102-1018104	0	0	0
tig00000001:1018106-1018108	0	0	0
tig00000001:1018146-1018148	0	0	0
tig00000001:1018151-1018153	0	0	0
tig00000001:1018166-1018168	0	0	0
tig00000001:1018211-1018213	0	0	0
tig00000001:1018229-1018231	0	0	0
tig00000001:1018259-1018261	0	0	0
tig00000001:1018264-1018266	0	0	0
tig00000001:1018278-1018280	0	0	0
tig00000001:1018286-1018288	0	0	0
tig00000001:1018320-1018322	0	0	0
tig00000001:1018365-1018367	0	0	0
tig00000001:1018391-1018393	0	0	0
tig00000001:1018414-1018416	0	0	0
tig00000001:1018420-1018422	0	0	0
tig00000001:1018468-1018470	0	0	0
tig00000001:1018472-1018474	0	0	0
tig00000001:1018495-1018497	0	0	0
tig00000001:1018499-1018501	0	0	0
tig00000001:1018511-1018513	0	0	0
tig00000001:1018580-1018582	0	0	0
tig00000001:1018585-1018587	0	0	0
tig00000001:1018587-1018589	0	0	0
tig00000001:1018643-1018645	0	0	0
tig00000001:1018666-1018668	0	0	0
tig00000001:1018691-1018693	0	0	0
tig00000001:1018714-1018716	0	0	0
tig00000001:1018724-1018726	0	0	0
tig00000001:1018728-1018730	0	0	0
tig00000001:1018784-1018786	0	0	0
tig00000001:1018806-1018808	0	0	0
tig00000001:1018808-1018810	0	0	0
tig00000001:1018839-1018841	0	0	0
tig00000001:1018860-1018862	0	0	0
tig00000001:1018866-1018868	0	0	0
tig00000001:1018877-1018879	0	0	0
tig00000001:1018886-1018888	0	0	0
tig00000001:1018901-1018903	0	0	0
tig00000001:1018913-1018915	0	0	0
tig00000001:1018965-1018967	0	0	0
tig00000001:1018980-1018982	0	0	0
tig00000001:1019035-1019037	0	0	0
tig00000001:1019050-1019052	0	0	0
tig00000001:1019057-1019059	0	0	0
tig00000001:1019069-1019071	0	0	0
tig00000001:1019083-1019085	0	0	0
tig00000001:1019087-1019089	0	0	0
tig00000001:1019116-1019118	0	0	0
tig00000001:1019125-1019127	0	0	0
tig00000001:1019138-1019140	0	0	0
tig00000001:1019159-1019161	0	0	0
tig00000001:1019205-1019207	0	0	0
tig00000001:1019220-1019222	0	0	0
tig00000001:1019235-1019237	0	0	0
tig00000001:1019251-1019253	0	0	0
tig00000001:1019265-1019267	0	0	0
tig00000001:1019272-1019274	0	0	0
tig00000001:1019310-1019312	0	0	0
tig00000001:1019342-1019344	0	0	0
tig00000001:1019369-1019371	0	0	0
tig00000001:1019393-1019395	0	0	0
tig00000001:1019413-1019415	0	0	0
tig00000001:1019432-1019434	0	0	0
tig00000001:1019453-1019455	0	0	0
tig00000001:1019469-1019471	0	0	0
tig00000001:1019476-1019478	0	0	0
tig00000001:1019480-1019482	0	0	0
tig00000001:1019498-1019500	0	0	0
tig00000001:1019509-1019511	0	0	0
tig00000001:1019513-1019515	0	0	0
tig00000001:1019516-1019518	0	0	0
tig00000001:1019555-1019557	0	0	0
tig00000001:1019587-1019589	0	0	0
tig00000001:1019591-1019593	0	0	0
tig00000001:1019604-1019606	0	0	0
tig00000001:1019611-1019613	0	0	0
tig00000001:1019614-1019616	0	0	0
tig00000001:1019622-1019624	0	0	0
tig00000001:1019640-1019642	0	0	0
tig00000001:1019648-1019650	0	0	0
tig00000001:1019658-1019660	0	0	0
tig00000001:1019669-1019671	0	0	0
tig00000001:1019674-1019676	0	0	0
tig00000001:1019676-1019678	0	0	0
tig00000001:1019707-1019709	0	0	0
tig00000001:1019715-1019717	0	0	0
tig00000001:1019728-1019730	0	0	0
tig00000001:1019745-1019747	0	0	0
tig00000001:1019752-1019754	0	0	0
tig00000001:1019768-1019770	0	0	0
tig00000001:1019775-1019777	0	0	0
tig00000001:1019782-1019784	0	0	0
tig00000001:1019822-1019824	0	0	0
tig00000001:1019870-1019872	0	0	0
tig00000001:1019879-1019881	0	0	0
tig00000001:1019905-1019907	0	0	0
tig00000001:1019912-1019914	0	0	0
tig00000001:1019927-1019929	0	0	0
tig00000001:1019931-1019933	0	0	0
tig00000001:1019950-1019952	0	0	0
tig00000001:1019956-1019958	0	0	0
tig00000001:1019961-1019963	0	0	0
tig00000001:1019965-1019967	0	0	0
tig00000001:1019979-1019981	0	0	0
tig00000001:1019994-1019996	0	0	0
tig00000001:1019999-1020001	0	0	0
tig00000001:1020013-1020015	0	0	0
tig00000001:1020031-1020033	0	0	0
tig00000001:1020033-1020035	0	0	0
tig00000001:1020095-1020097	0	0	0
tig00000001:1020117-1020119	0	0	0
tig00000001:1020151-1020153	0	0	0
tig00000001:1020163-1020165	0	0	0
tig00000001:1020167-1020169	0	0	0
tig00000001:1020183-1020185	0	0	0
tig00000001:1020195-1020197	0	0	0
tig00000001:1020200-1020202	0	0	0
tig00000001:1020217-1020219	0	0	0
tig00000001:1020226-1020228	0	0	0
tig00000001:1020236-1020238	0	0	0
tig00000001:1020245-1020247	0	0	0
tig00000001:1020248-1020250	0	0	0
tig00000001:1020269-1020271	0	0	0
tig00000001:1020277-1020279	0	0	0
tig00000001:1020317-1020319	0	0	0
tig00000001:1020353-1020355	0	0	0
tig00000001:1020376-1020378	0	0	0
tig00000001:1020395-1020397	0	0	0
tig00000001:1020434-1020436	0	0	0
tig00000001:1020440-1020442	0	0	0
tig00000001:1020457-1020459	0	0	0
tig00000001:1020481-1020483	0	0	0
tig00000001:1020499-1020501	0	0	0
tig00000001:1020516-1020518	0	0	0
tig00000001:1020520-1020522	0	0	0
tig00000001:1020530-1020532	0	0	0
tig00000001:1020549-1020551	0	2	0
tig00000001:1020562-1020564	0	2	0
tig00000001:1020569-1020571	0	2	0
tig00000001:1020582-1020584	0	2	0
tig00000001:1020596-1020598	0	0	0
tig00000001:1020620-1020622	0	0	0
tig00000001:1020626-1020628	0	0	0
tig00000001:1020642-1020644	0	0	0
tig00000001:1020657-1020659	0	0	0
tig00000001:1020670-1020672	0	0	0
tig00000001:1020679-1020681	0	0	0
tig00000001:1020716-1020718	0	0	0
tig00000001:1020724-1020726	0	0	0
tig00000001:1020734-1020736	0	0	0
tig00000001:1020756-1020758	0	0	0
tig00000001:1020777-1020779	0	0	0
tig00000001:1020790-1020792	0	0	0
tig00000001:1020793-1020795	0	0	0
tig00000001:1020809-1020811	0	0	0
tig00000001:1020816-1020818	0	0	0
tig00000001:1020818-1020820	0	0	0
tig00000001:1020833-1020835	0	0	0
tig00000001:1020844-1020846	0	0	0
tig00000001:1020851-1020853	0	0	0
tig00000001:1020860-1020862	0	0	0
tig00000001:1020883-1020885	0	0	0
tig00000001:1020902-1020904	0	0	0
tig00000001:1020910-1020912	0	0	0
tig00000001:1020917-1020919	0	0	0
tig00000001:1020944-1020946	0	0	0
tig00000001:1020960-1020962	0	0	0
tig00000001:1020967-1020969	0	0	0
tig00000001:1020973-1020975	0	0	0
tig00000001:1020988-1020990	0	0	0
tig00000001:1020990-1020992	0	0	0
tig00000001:1021041-1021043	0	0	0
tig00000001:1021055-1021057	0	0	0
tig00000001:1021063-1021065	0	0	0
tig00000001:1021067-1021069	0	0	0
tig00000001:1021088-1021090	0	0	0
tig00000001:1021099-1021101	0	0	0
tig00000001:1021108-1021110	0	0	0
tig00000001:1021146-1021148	0	0	0
tig00000001:1021192-1021194	0	0	0
tig00000001:1021213-1021215	0	0	0
tig00000001:1021234-1021236	0	0	0
tig00000001:1021246-1021248	0	0	0
tig00000001:1021254-1021256	0	0	0
tig00000001:1021257-1021259	0	0	0
tig00000001:1021263-1021265	0	0	0
tig00000001:1021282-1021284	0	0	0
tig00000001:1021320-1021322	0	0	0
tig00000001:1021346-1021348	0	0	0
tig00000001:1021354-1021356	0	0	0
tig00000001:1021387-1021389	0	0	0
tig00000001:1021402-1021404	0	0	0
tig00000001:1021434-1021436	0	0	0
tig00000001:1021438-1021440	0	0	0
tig00000001:1021453-1021455	0	0	0
tig00000001:1021456-1021458	0	0	0
tig00000001:1021486-1021488	0	0	0
tig00000001:1021546-1021548	0	0	0
tig00000001:1021548-1021550	0	0	0
tig00000001:1021573-1021575	0	0	0
tig00000001:1021582-1021584	0	0	0
tig00000001:1021599-1021601	0	0	0
tig00000001:1021645-1021647	0	0	0
tig00000001:1021678-1021680	0	0	0
tig00000001:1021684-1021686	0	0	0
tig00000001:1021689-1021691	0	0	0
tig00000001:1021698-1021700	0	0	0
tig00000001:1021717-1021719	0	0	0
tig00000001:1021726-1021728	0	0	0
tig00000001:1021855-1021857	0	0	0
tig00000001:1021863-1021865	0	0	0
tig00000001:1021873-1021875	0	0	0
tig00000001:1021906-1021908	0	0	0
tig00000001:1021948-1021950	0	0	0
tig00000001:1021969-1021971	0	0	0
tig00000001:1021973-1021975	0	0	0
tig00000001:1021978-1021980	0	0	0
tig00000001:1022026-1022028	0	0	0
tig00000001:1022060-1022062	0	0	0
tig00000001:1022064-1022066	0	0	0
tig00000001:1022078-1022080	0	0	0
tig00000001:1022106-1022108	0	0	0
tig00000001:1022122-1022124	0	0	0
tig00000001:1022145-1022147	0	0	0
tig00000001:1022148-1022150	0	0	0
tig00000001:1022152-1022154	0	0	0
tig00000001:1022230-1022232	0	0	0
tig00000001:1022264-1022266	0	0	0
tig00000001:1022274-1022276	0	0	0
tig00000001:1022284-1022286	0	0	0
tig00000001:1022304-1022306	0	0	0
tig00000001:1022323-1022325	0	0	0
tig00000001:1022338-1022340	0	0	0
tig00000001:1022347-1022349	0	0	0
tig00000001:1022368-1022370	0	0	0
tig00000001:1022379-1022381	0	0	0
tig00000001:1022387-1022389	0	0	0
tig00000001:1022390-1022392	0	0	0
tig00000001:1022416-1022418	0	0	0
tig00000001:1022437-1022439	0	0	0
tig00000001:1022455-1022457	0	0	0
tig00000001:1022458-1022460	0	0	0
tig00000001:1022461-1022463	0	0	0
tig00000001:1022477-1022479	0	0	0
tig00000001:1022504-1022506	0	0	0
tig00000001:1022507-1022509	0	0	0
tig00000001:1022518-1022520	0	0	0
tig00000001:1022548-1022550	0	0	0
tig00000001:1022584-1022586	0	0	0
tig00000001:1022611-1022613	0	0	0
tig00000001:1022653-1022655	0	0	0
tig00000001:1022692-1022694	0	0	0
tig00000001:1022734-1022736	0	0	0
tig00000001:1022766-1022768	0	0	0
tig00000001:1022773-1022775	0	0	0
tig00000001:1022782-1022784	0	0	0
tig00000001:1022796-1022798	0	0	0
tig00000001:1022823-1022825	0	0	0
tig00000001:1022842-1022844	0	0	0
tig00000001:1022845-1022847	0	0	0
tig00000001:1022913-1022915	0	0	0
tig00000001:1022932-1022934	0	0	0
tig00000001:1022968-1022970	0	0	0
tig00000001:1023013-1023015	0	0	0
tig00000001:1023044-1023046	0	0	0
tig00000001:1023099-1023101	0	0	0
tig00000001:1023253-1023255	0	0	0
tig00000001:1023267-1023269	0	0	0
tig00000001:1023285-1023287	0	0	0
tig00000001:1023292-1023294	0	0	0
tig00000001:1023376-1023378	0	0	0
tig00000001:1023399-1023401	0	0	0
tig00000001:1023415-1023417	0	0	0
tig00000001:1023439-1023441	0	0	0
tig00000001:1023442-1023444	0	0	0
tig00000001:1023501-1023503	0	0	0
tig00000001:1023509-1023511	0	0	0
tig00000001:1023511-1023513	0	0	0
tig00000001:1023534-1023536	0	0	0
tig00000001:1023552-1023554	0	0	0
tig00000001:1023563-1023565	0	0	0
tig00000001:1023567-1023569	0	0	0
tig00000001:1023569-1023571	0	0	0
tig00000001:1023575-1023577	0	0	0
tig00000001:1023599-1023601	0	0	0
tig00000001:1023637-1023639	0	0	0
tig00000001:1023648-1023650	0	0	0
tig00000001:1023672-1023674	0	0	0
tig00000001:1023712-1023714	0	0	0
tig00000001:1023739-1023741	0	0	0
tig00000001:1023765-1023767	0	0	0
tig00000001:1023767-1023769	0	0	0
tig00000001:1023777-1023779	0	0	0
tig00000001:1023801-1023803	0	0	0
tig00000001:1023814-1023816	0	0	0
tig00000001:1023820-1023822	0	0	0
tig00000001:1023824-1023826	0	0	0
tig00000001:1023837-1023839	0	0	0
tig00000001:1023841-1023843	0	0	0
tig00000001:1023871-1023873	0	0	0
tig00000001:1023901-1023903	0	2	0
tig00000001:1023913-1023915	0	2	0
tig00000001:1023927-1023929	0	2	0
tig00000001:1023934-1023936	0	0	0
tig00000001:1023958-1023960	0	0	0
tig00000001:1023972-1023974	0	0	0
tig00000001:1023976-1023978	0	0	0
tig00000001:1023988-1023990	0	0	0
tig00000001:1024011-1024013	0	0	0
tig00000001:1024028-1024030	0	0	0
tig00000001:1024030-1024032	0	0	0
tig00000001:1024055-1024057	0	0	0
tig00000001:1024075-1024077	0	0	0
tig00000001:1024083-1024085	0	0	0
tig00000001:1024111-1024113	0	0	0
tig00000001:1024130-1024132	0	0	0
tig00000001:1024139-1024141	0	0	0
tig00000001:1024155-1024157	0	0	0
tig00000001:1024173-1024175	0	0	0
tig00000001:1024179-1024181	0	0	0
tig00000001:1024195-1024197	0	0	0
tig00000001:1024197-1024199	0	0	0
tig00000001:1024222-1024224	0	0	0
tig00000001:1024250-1024252	0	0	0
tig00000001:1024252-1024254	0	0	0
tig00000001:1024258-1024260	0	0	0
tig00000001:1024284-1024286	0	0	0
tig00000001:1024289-1024291	0	0	0
tig00000001:1024291-1024293	0	0	0
tig00000001:1024318-1024320	0	0	0
tig00000001:1024338-1024340	0	0	0
tig00000001:1024342-1024344	0	0	0
tig00000001:1024345-1024347	0	0	0
tig00000001:1024347-1024349	0	0	0
tig00000001:1024354-1024356	0	0	0
tig00000001:1024357-1024359	0	0	0
tig00000001:1024385-1024387	0	0	0
tig00000001:1024393-1024395	0	0	0
tig00000001:1024407-1024409	0	0	0
tig00000001:1024422-1024424	0	0	0
tig00000001:1024426-1024428	0	0	0
tig00000001:1024463-1024465	0	0	0
tig00000001:1024467-1024469	0	0	0
tig00000001:1024470-1024472	0	0	0
tig00000001:1024472-1024474	0	0	0
tig00000001:1024488-1024490	0	0	0
tig00000001:1024506-1024508	0	0	0
tig00000001:1024511-1024513	0	0	0
tig00000001:1024515-1024517	0	0	0
tig00000001:1024592-1024594	0	0	0
tig00000001:1024616-1024618	0	0	0
tig00000001:1024622-1024624	0	0	0
tig00000001:1024630-1024632	0	0	0
tig00000001:1024648-1024650	0	0	0
tig00000001:1024721-1024723	0	0	0
tig00000001:1024730-1024732	0	0	0
tig00000001:1024745-1024747	0	0	0
tig00000001:1024752-1024754	0	0	0
tig00000001:1024828-1024830	0	0	0
tig00000001:1024830-1024832	0	0	0
tig00000001:1024853-1024855	0	0	0
tig00000001:1024886-1024888	0	0	0
tig00000001:1024895-1024897	0	0	0
tig00000001:1024956-1024958	0	0	0
tig00000001:1024967-1024969	0	0	0
tig00000001:1024997-1024999	0	0	0
tig00000001:1025022-1025024	0	0	0
tig00000001:1025025-1025027	0	0	0
tig00000001:1025027-1025029	0	0	0
tig00000001:1025069-1025071	0	0	0
tig00000001:1025097-1025099	0	0	0
tig00000001:1025107-1025109	0	0	0
tig00000001:1025109-1025111	0	0	0
tig00000001:1025126-1025128	0	0	0
tig00000001:1025142-1025144	0	0	0
tig00000001:1025145-1025147	0	0	0
tig00000001:1025149-1025151	0	0	0
tig00000001:1025166-1025168	0	0	0
tig00000001:1025177-1025179	0	0	0
tig00000001:1025185-1025187	0	0	0
tig00000001:1025201-1025203	0	0	0
tig00000001:1025205-1025207	0	0	0
tig00000001:1025211-1025213	0	0	0
tig00000001:1025214-1025216	0	0	0
tig00000001:1025217-1025219	0	0	0
tig00000001:1025226-1025228	0	0	0
tig00000001:1025237-1025239	0	0	0
tig00000001:1025245-1025247	0	0	0
tig00000001:1025252-1025254	0	0	0
tig00000001:1025273-1025275	0	0	0
tig00000001:1025281-1025283	0	0	0
tig00000001:1025284-1025286	0	0	0
tig00000001:1025290-1025292	0	0	0
tig00000001:1025297-1025299	0	0	0
tig00000001:1025328-1025330	0	0	0
tig00000001:1025331-1025333	0	0	0
tig00000001:1025337-1025339	0	0	0
tig00000001:1025340-1025342	0	0	0
tig00000001:1025342-1025344	0	0	0
tig00000001:1025345-1025347	0	0	0
tig00000001:1025355-1025357	0	0	0
tig00000001:1025412-1025414	0	0	0
tig00000001:1025414-1025416	0	0	0
tig00000001:1025425-1025427	0	0	0
tig00000001:1025434-1025436	0	0	0
tig00000001:1025466-1025468	0	0	0
tig00000001:1025499-1025501	0	0	0
tig00000001:1025503-1025505	0	0	0
tig00000001:1025559-1025561	0	0	0
tig00000001:1025563-1025565	0	0	0
tig00000001:1025581-1025583	0	0	0
tig00000001:1025590-1025592	0	0	0
tig00000001:1025610-1025612	0	0	0
tig00000001:1025629-1025631	0	0	0
tig00000001:1025632-1025634	0	0	0
tig00000001:1025641-1025643	0	0	0
tig00000001:1025649-1025651	0	0	0
tig00000001:1025694-1025696	0	0	0
tig00000001:1025710-1025712	0	0	0
tig00000001:1025724-1025726	0	0	0
tig00000001:1025734-1025736	0	0	0
tig00000001:1025744-1025746	0	0	0
tig00000001:1025767-1025769	0	0	0
tig00000001:1025779-1025781	0	0	0
tig00000001:1025782-1025784	0	0	0
tig00000001:1025815-1025817	0	0	0
tig00000001:1025823-1025825	0	0	0
tig00000001:1025839-1025841	0	0	0
tig00000001:1025848-1025850	0	0	0
tig00000001:1025853-1025855	0	0	0
tig00000001:1025856-1025858	0	0	0
tig00000001:1025875-1025877	0	0	0
tig00000001:1025878-1025880	0	0	0
tig00000001:1025904-1025906	0	0	0
tig00000001:1025930-1025932	0	0	0
tig00000001:1025944-1025946	0	0	0
tig00000001:1025963-1025965	0	0	0
tig00000001:1025989-1025991	0	0	0
tig00000001:1025997-1025999	0	0	0
tig00000001:1026024-1026026	0	0	0
tig00000001:1026059-1026061	0	0	0
tig00000001:1026064-1026066	0	0	0
tig00000001:1026077-1026079	0	0	0
tig00000001:1026104-1026106	0	0	0
tig00000001:1026120-1026122	0	0	0
tig00000001:1026126-1026128	0	0	0
tig00000001:1026130-1026132	0	0	0
tig00000001:1026133-1026135	0	0	0
tig00000001:1026140-1026142	0	0	0
tig00000001:1026156-1026158	0	0	0
tig00000001:1026165-1026167	0	0	0
tig00000001:1026167-1026169	0	0	0
tig00000001:1026182-1026184	0	0	0
tig00000001:1026190-1026192	0	0	0
tig00000001:1026200-1026202	0	0	0
tig00000001:1026209-1026211	0	0	0
tig00000001:1026218-1026220	0	0	0
tig00000001:1026222-1026224	0	0	0
tig00000001:1026224-1026226	0	0	0
tig00000001:1026251-1026253	0	0	0
tig00000001:1026271-1026273	0	0	0
tig00000001:1026345-1026347	0	0	0
tig00000001:1026349-1026351	0	0	0
tig00000001:1026383-1026385	0	0	0
tig00000001:1026385-1026387	0	0	0
tig00000001:1026394-1026396	0	0	0
tig00000001:1026405-1026407	0	0	0
tig00000001:1026409-1026411	0	0	0
tig00000001:1026411-1026413	0	0	0
tig00000001:1026458-1026460	0	0	0
tig00000001:1026462-1026464	0	0	0
tig00000001:1026496-1026498	0	0	0
tig00000001:1026512-1026514	0	0	0
tig00000001:1026530-1026532	0	0	0
tig00000001:1026540-1026542	0	0	0
tig00000001:1026582-1026584	0	0	0
tig00000001:1026595-1026597	0	0	0
tig00000001:1026604-1026606	0	0	0
tig00000001:1026609-1026611	0	0	0
tig00000001:1026615-1026617	0	0	0
tig00000001:1026634-1026636	0	0	0
tig00000001:1026642-1026644	0	0	0
tig00000001:1026701-1026703	0	0	0
tig00000001:1026720-1026722	0	0	0
tig00000001:1026722-1026724	0	0	0
tig00000001:1026754-1026756	0	0	0
tig00000001:1026791-1026793	0	0	0
tig00000001:1026833-1026835	0	0	0
tig00000001:1026846-1026848	0	0	0
tig00000001:1026851-1026853	0	0	0
tig00000001:1026861-1026863	0	0	0
tig00000001:1026863-1026865	0	0	0
tig00000001:1026887-1026889	0	0	0
tig00000001:1026893-1026895	0	0	0
tig00000001:1026903-1026905	0	0	0
tig00000001:1026914-1026916	0	0	0
